City,State,type,url,last_pulled_date
Chicago, IL, json,https://data.cityofchicago.org/resource/6zsd-86xi.json
Los Angles, CA, json,https://data.lacity.org/resource/2nrs-mtv8.json
Baltimore, MD, json,https://data.baltimorecity.gov/resource/wsfq-mvij.json
Orlando, FL,json,https://data.cityoforlando.net/resource/hm2t-fd4m.json
Cincinnati, OH, json, https://data.cincinnati-oh.gov/resource/k59e-2pvf.json
Honolulu, HI, json, https://data.honolulu.gov/resource/f5dd-pqys.json
